{ 0,1,0,2,1,1,2} in_1 test 20% win=100 
[data I : 55552 answer: 145.0forecast :140.69783424926868 (rmse:4.3, mape: 0.03) ] 
[data I : 55553 answer: 141.0forecast :114.43521718710765 (rmse:26.56, mape: 0.19) ] 
[data I : 55554 answer: 133.0forecast :141.3329406206224 (rmse:8.33, mape: 0.06) ] 
[data I : 55555 answer: 204.0forecast :154.84019614400586 (rmse:49.16, mape: 0.24) ] 
[data I : 55556 answer: 270.0forecast :179.85806164922553 (rmse:90.14, mape: 0.33) ] 
[data I : 55557 answer: 337.0forecast :235.5436541954303 (rmse:101.46, mape: 0.3) ] 
[data I : 55558 answer: 345.0forecast :332.4347392457935 (rmse:12.57, mape: 0.04) ] 
[data I : 55559 answer: 250.0forecast :366.4878813755271 (rmse:116.49, mape: 0.47) ] 
[data I : 55560 answer: 179.0forecast :277.1008820672386 (rmse:98.1, mape: 0.55) ] 
[data I : 55561 answer: 204.0forecast :186.88627554348344 (rmse:17.11, mape: 0.09) ] 
[data I : 55562 answer: 216.0forecast :178.7387207556537 (rmse:37.26, mape: 0.17) ] 
[data I : 55563 answer: 179.0forecast :210.95320696565133 (rmse:31.95, mape: 0.18) ] 
[data I : 55564 answer: 141.0forecast :209.07772644648077 (rmse:68.08, mape: 0.48) ] 
[data I : 55565 answer: 116.0forecast :166.22584275702283 (rmse:50.23, mape: 0.44) ] 
[data I : 55566 answer: 208.0forecast :117.13706794968901 (rmse:90.86, mape: 0.44) ] 
[data I : 55567 answer: 133.0forecast :198.98200644158436 (rmse:65.98, mape: 0.5) ] 
[data I : 55568 answer: 87.0forecast :131.27436922781396 (rmse:44.27, mape: 0.51) ] 
[data I : 55569 answer: 162.0forecast :119.11949092284587 (rmse:42.88, mape: 0.27) ] 
[data I : 55570 answer: 133.0forecast :152.21411908431526 (rmse:19.21, mape: 0.15) ] 
[data I : 55571 answer: 104.0forecast :112.47403478613168 (rmse:8.47, mape: 0.08) ] 
[data I : 55572 answer: 200.0forecast :127.77900481231647 (rmse:72.22, mape: 0.36) ] 
[data I : 55573 answer: 108.0forecast :191.37540638594544 (rmse:83.38, mape: 0.78) ] 
[data I : 55574 answer: 79.0forecast :93.1587606441114 (rmse:14.16, mape: 0.19) ] 
[data I : 55575 answer: 116.0forecast :121.93132347705881 (rmse:5.93, mape: 0.05) ] 
[data I : 55576 answer: 166.0forecast :95.80677841944592 (rmse:70.19, mape: 0.42) ] 
[data I : 55577 answer: 83.0forecast :147.17464947009987 (rmse:64.17, mape: 0.78) ] 
[data I : 55578 answer: 129.0forecast :101.20886132310612 (rmse:27.79, mape: 0.22) ] 
[data I : 55579 answer: 158.0forecast :143.62512695940865 (rmse:14.37, mape: 0.09) ] 
[data I : 55580 answer: 100.0forecast :124.38390269490995 (rmse:24.38, mape: 0.24) ] 
[data I : 55581 answer: 116.0forecast :109.72624680493297 (rmse:6.27, mape: 0.06) ] 
[data I : 55582 answer: 120.0forecast :138.30260584026047 (rmse:18.3, mape: 0.15) ] 
[data I : 55583 answer: 104.0forecast :95.63887602736841 (rmse:8.36, mape: 0.08) ] 
